1girl,1人の女の子
bike_shorts_under_skirt,バイクショーツのスカート下
ashigara_(kancolle),足柄（艦これ）
sakura_miko,さくらみこ
pussy_juice_stain,プッシージュースの染み
partially_undressed,部分的に脱いだ
alternate_headwear,代替の帽子
cuts,カット
cynthia_(pokemon),シンシア（ポケモン）
flaming_eye,炎の目
dancer,ダンサー
hishikawa_rikka,菱川りっか
hands_on_another's_face,他人の顔に触れる
no_shirt,シャツなし
demon_boy,悪魔の少年
boko_(girls_und_panzer),ボコ（ガールズ＆パンツァー）
loose_belt,緩いベルト
abstract,抽象的な
tokitsukaze_(kancolle),時津風_(艦これ)
satsuki_(kancolle),皐月_(艦これ)
multicolored_nails,多色の爪
simon_(ttgl),simon_(ttgl)
v-fin,Vフィン
toy,玩具
naoetsu_high_school_uniform,直江津高校の制服
higashikata_josuke,higashikata_jouke
squirrel_tail,リスのしっぽ
2020,2020
stained_glass,ステンドグラス
pentagram,五芒星
the_pose,ポーズ
sandwich,サンドイッチ
koshimizu_sachiko,コシミズサチコ
soulcalibur,ソウルキャリバー
hisahiko,久彦
skates,スケート
jougasaki_rika,城ヶ崎りか
arm_around_waist,腕周り
chest_jewel,チェストジュエル
hands_in_hair,髪に手を入れる
cake_slice,ケーキスライス
bass_guitar,ベースギター
emilia_(re:zero),エミリア_(リゼロ)
button_badge,ボタンバッジ
fins,ひれ
piano,ピアノ
guro,グロ
multi-tied_hair,複数に結んだ髪
candy_cane,キャンディケイン
grenade,手榴弾
pumps,パンプス
fire_emblem:_the_binding_blade,ファイアーエムブレム：封印の剣
zombie_pose,ゾンビポーズ
pant_suit,パンツスーツ
breastless_clothes,胸のない服
pastry,ペストリー
tenshi_(angel_beats!),天使(エンジェルビーツ!)
maid_bikini,メイドビキニ
oboro_(kancolle),朧_(艦これ)
taur,タウロス
rubber_boots,ゴム長靴
leon_(pokemon),レオン（ポケモン）
in_box,受信ボックス
2016,2016
hino_akane_(smile_precure!),日野あかね(スマイルプリキュア!)
2others,その他2人
squatting_cowgirl_position,しゃがんで騎乗位
futari_wa_precure,ふたりはプリキュア
kindergarten_uniform,幼稚園の制服
re-class_battleship,再級戦艦
undertale,アンダーテール
orange_ribbon,オレンジリボン
pink_cardigan,ピンクのカーディガン
bento,弁当
kallen_stadtfeld,カレン・シュタットフェルト
four-leaf_clover,四つ葉のクローバー
lying_on_person,人の上に横たわる
christmas_ornaments,クリスマスの飾り
duck,アヒル
ooarai_military_uniform,ooarai_ミリタリー_ユニフォーム
moonlight,月光
pecorine_(princess_connect!),ペコリーヌ(プリンセスコネクト!)
jealous,嫉妬深い
ankle_ribbon,足首リボン
white_ascot,ホワイトアスコット
uzuki_(kancolle),卯月_(艦これ)
tomoe_gozen_(fate),ともえ御前(fate)
pancake,パンケーキ
suction_cups,吸盤
fetal_position,胎児の位置
goggles_around_neck,首にかけるゴーグル
dolphin_shorts,イルカショーツ
dungeon_and_fighter,アラド戦記
futami_mami,二見真美
spoken_interrobang,音声インタロバン
doctor_(arknights),ドクター_(アークナイツ)
hinata_hajime,ひなたはじめ
rudder_footwear,ラダーフットウェア
kiyoshimo_(kancolle),kiyoshimo_(艦これ)
frying_pan,フライパン
soldier,兵士
tablet_pc,タブレットPC
utau,ウタウ
akitsu_maru_(kancolle),akitsu_maru_(艦これ)
amane_kanata,アマネ・カナタ
orange_flower,オレンジの花
robin_(fire_emblem),ロビン（ファイアーエムブレム）
pokemon_rgby,ポケモンrgby
shiranui_mai,不知火舞
two-tone_shirt,ツートンシャツ
single_sleeve,シングルスリーブ
fanbox_reward,ファンボックス報酬
background_text,背景テキスト
paint,ペイント
egasumi,えがすみ
sun_symbol,太陽のシンボル
sunburst,サンバースト
luna_child,ルナチャイルド
skirt_tug,スカート引っ張り合い
crotch_rope,股縄
reindeer_antlers,トナカイの角
ushiromiya_battler,ushiromiya_battler
pig,豚
hooded_capelet,フード付きケープレット
urakaze_(kancolle),浦風_(艦これ)
gundam_seed_destiny,ガンダムSEEDデスティニー
slime_girl,スライムガール
bleeding,出血
iesupa,イエスパ
oppai_loli,おっぱいロリ
wedding,結婚式
test_tube,試験管
goldfish,金魚
moaning,うめき声
shore,海岸
blue_scrunchie,ブルーシュシュ
soda_can,ソーダ缶
shooting_star,流れ星
melty_blood,メルティブラッド
masao,マサオ
bunny_hood,バニーフード
belt_collar,ベルトカラー
tomato,トマト
snowflake_hair_ornament,雪の結晶の髪飾り
lip_biting,唇を噛む
fashion,ファッション
writing,書き込み
thumb_ring,サムリング
dragon_quest_iii,ドラゴンクエストIII
infection_monitor_(arknights),感染モニター(アークナイツ)
plaid_dress,チェック柄のドレス
swimsuit_aside,水着の脇
isokaze_(kancolle),isokaze_(艦これ)
taigei_(kancolle),taigei_(艦これ)
pretty_(series),pretty_(シリーズ)
tokyo_ghoul,東京グール
2018,2018
tied_up_(nonsexual),縛られる(非性的)
ainu_clothes,アイヌの服
cinderella_girls_gekijou,シンデレラガールズ劇場
sigh,ため息
takami_chika,takami_チカ
anime_coloring,アニメカラーリング
sword_girls,ソードガールズ
black_skin,黒い肌
thinking,考え
asymmetrical_footwear,非対称の履物
shell_casing,シェルケース
shoe_dangle,靴のぶら下がり
nagisa_kaworu,渚カヲル
cheese,チーズ
izumi_sagiri,和泉紗霧
black_armor,ブラックアーマー
star_sapphire,スターサファイア
bandaids_on_nipples,乳首に絆創膏を貼る
ranka_lee,ランカ・リー
kama_(fate),カマ_(fate)
year_of_the_ox,丑年
lanyard,ストラップ
arms_around_neck,首に巻く腕
pudding,プリン
american_flag_bikini,アメリカ国旗ビキニ
soccer_ball,サッカーボール
shiny_pokemon,光沢のあるポケモン
goggles_on_headwear,ゴーグルを頭に装着する
blade_(galaxist),ブレード_(ギャラクシスト)
pink_scrunchie,ピンクのシュシュ
mogami_(kancolle),mogami_(艦これ)
covering_eyes,目を覆う
kamijou_touma,上条当麻
w_arms,w_arms
sunny_milk,サニーミルク
finger_on_trigger,トリガーに指をかける
ceiling,シーリング
sleeves_past_elbows,肘より下の袖
spill,こぼれる
dizzy_(guilty_gear),ディズィー（ギルティギア）
keyhole,鍵穴
sparkle_background,キラキラ背景
pinching,つまむ
blade,ブレード
two-tone_skin,ツートンスキン
2019,2019
final_fantasy_tactics,ファイナルファンタジータクティクス
single_kneehigh,シングルニーハイ
negligee,ネグリジェ
mika_(girls_und_panzer),ミカ（ガールズ＆パンツァー）
shinryaku!_ikamusume,しんりゃく!_イカ娘
tight_pants,タイトパンツ
callie_(splatoon),callie_(スプラトゥーン)
imminent_vaginal,差し迫った膣
hikarizaka_private_high_school_uniform,光坂私立高校の制服
yes!_precure_5,はい！_プリキュア_5
gimp_(medium),gimp_(中)
lily_pad,スイレンの葉
shinrabanshou,森羅万象
dd_(ijigendd),dd_(イジゲンdd)
look-alike,そっくりさん
apex_legends,エーペックスレジェンド
final_fantasy_vi,ファイナルファンタジーVI
cupcake,カップケーキ
spoken_squiggle,音声くねくね音
debris,デブリ
magical_musket,魔法のマスケット銃
uraraka_ochako,uraraka_ochako
bone_hair_ornament,骨の髪飾り
fighting,ファインティング
white_scrunchie,白いシュシュ
fire_emblem:_radiant_dawn,ファイアーエムブレム：暁の女神
kyonko,きょんこ
over-rim_eyewear,オーバーリムアイウェア
pirate,海賊
fairy_tail,フェアリーテイル
midair,中空
leg_hair,脚の毛
brave_witches,ブレイブウィッチーズ
nami_(one_piece),ナミ（ワンピース）
hand_over_own_mouth,自分の口に手を当てる
vegetable,野菜
sweets,お菓子
tegaki,てがき
project_diva_(series),プロジェクト_ディーバ_(シリーズ)
kantoku,カントク
lion_tail,ライオンのしっぽ
grey_hoodie,グレーのパーカー
lights,ライト
red_headband,赤いヘッドバンド
holding_camera,カメラを持っている
hatsuyuki_(kancolle),初雪_(艦これ)
cigar,葉巻
gem_uniform_(houseki_no_kuni),gem_uniform_(宝石の国)
houjou_hibiki,houjou_hibiki
hip_bones,ヒップボーン
brown_theme,茶色のテーマ
galaga,ギャラガ
2017,2017
toshinou_kyouko,toshinou_kyoko
harpy,ハーピー
collared_jacket,襟付きジャケット
hagoromo,羽衣
helmet_removed,ヘルメットを外した
bubble_tea,バブルティー
shiratsuyu_(kancolle),白露_(艦これ)
city_lights,街の明かり
futa_(nabezoko),futa_(鍋底)
tartaglia_(genshin_impact),タルタリア（原神）
raihan_(pokemon),ライハン（ポケモン）
rice_bowl,丼
white_camisole,白いキャミソール
street_fighter_iv_(series),ストリートファイターIV(シリーズ)
tuxedo,タキシード
oda_nobunaga_(fate),織田ノブナガ(fate)
orange_theme,オレンジテーマ
beer_can,ビール缶
kashiwazaki_sena,kashiwazaki_sena
quad_tails,四角い尾
hand_in_panties,パンツに手を入れる
hallway,廊下
jacket_around_waist,ジャケットのウエスト周り
aqua_bow,アクアボウ
makinami_mari_illustrious,真希波・まり・イラストリアス
tunic,チュニック
bea_(pokemon),bea_(ポケモン)
nichijou,日常
nitocris_(fate),nitocris_(fate)
paddle,パドル
holding_cigarette,タバコを握っている
mega_man_(classic),メガマン(クラシック)
illustrious_(azur_lane),イラストリアス(アズールレーン)
holding_towel,タオルを持つ
eevee,イーブイ
oripathy_lesion_(arknights),オリパシー病変(アークナイツ)
isuzu_hana,いすず_はな
leopard_print,ヒョウ柄
after_anal,アナル後
houjou_satoko,houjou_さとこ
latin_cross,ラテンクロス
mobile_suit_gundam,機動戦士ガンダム
ladder,ラダー
yellow_rose,イエローローズ
hypnosis,催眠術
uneven_sleeves,袖が不揃い
magazine_(object),magazine_(オブジェクト)
aida_mana,アイーダ・マナ
shared_scarf,共有スカーフ
santa_bikini,サンタビキニ
pussy_juice_trail,プッシージューストレイル
corrin_(fire_emblem)_(female),コリン_(ファイアーエムブレム)_(女性)
mallet,木槌
pubic_hair_peek,陰毛を覗く
pokemon_sm_(anime),ポケモンSM(アニメ)
bow_(bhp),弓_(bhp)
feather_boa,フェザーボア
egg_vibrator,エッグバイブレーター
yellow_scarf,黄色いスカーフ
lyrica_prismriver,lyrica_prismriver
typo,タイプミス
bag_charm,バッグチャーム
gradient_sky,グラデーションスカイ
swirl_lollipop,渦巻きロリポップ
fourth_wall,フォースウォール
saenai_heroine_no_sodatekata,冴えない彼女の育てかた
corruption,腐敗
merlin_prismriver,マーリン・プリズムリバー
ueyama_michirou,うえやまみちろう
o3o,o3o
text-only_page,テキストのみのページ
leaf_print,リーフプリント
durarara!!,デュラララ!!
happy_valentine,ハッピーバレンタイン
unryuu_(kancolle),雲龍_(艦これ)
hayami_kanade,速水奏
stuffed_cat,ぬいぐるみ猫
bodysuit_under_clothes,ボディスーツの下着
volleyball,バレーボール
leg_tattoo,脚のタトゥー
aether_(genshin_impact),エーテル（原神）
medal,メダル
pink_bodysuit,ピンクのボディスーツ
kani_biimu,kani_biimu
flat_ass,フラットなお尻
upright_straddle,直立した
chained,鎖でつながれた
neck_ruff,首のえり
watson_cross,ワトソンクロス
nipple_rings,ニップルリング
marie_(splatoon),marie_(スプラトゥーン)
shinku,真紅
skull_and_crossbones,ドクロと骨
ace_attorney,エース弁護士
stone_ocean,石の海
paimon_(genshin_impact),パイモン（原神）
weiss_schnee,ヴァイス・シュネー
duffel_bag,ダッフルバッグ
path,パス
ramen,拉麺
aiming_at_viewer,視聴者を狙う
yuuki_makoto,ゆうき_まこと
orange_sky,オレンジスカイ
g-string,Gストリング
ookami_mio,ookami_mio
hand_on_own_ass,自分のお尻に手をやる
orange_scrunchie,オレンジシュシュ
turtle_shell,亀の甲羅
ufo,未確認飛行物体
flats,フラット
sheep_ears,羊の耳
wa2000_(girls'_frontline),wa2000_(ガールズフロントライン)
gaping,口を開けて
scowl,しかめっ面
huge_nipples,巨大な乳首
michishio_(kancolle),みちしお_(艦これ)
zero_suit,ゼロスーツ
netorare,ネトラレ
muvluv,マブラヴ
new_game!,新しいゲーム！
kirima_sharo,きりまシャロ
lotion,ローション
cropped_shirt,クロップドシャツ
rice_shower_(umamusume),rice_shower_(ウマ娘)
curry,カレー
skirt_around_one_leg,片足スカート
ram_(re:zero),ram_(リゼロ)
nib_pen_(medium),nib_pen_(中)
taimanin_(series),対魔忍_(シリーズ)
viewfinder,ファインダー
u-511_(kancolle),u-511_(艦これ)
ano_hi_mita_hana_no_namae_wo_bokutachi_wa_mada_shiranai.,あの日見た花の名前を僕達はまだ知らない。
faux_traditional_media,偽の伝統メディア
diving_mask,ダイビングマスク
futami_ami,二見亜美
penis_on_face,顔にペニス
crescent_earrings,三日月形のイヤリング
white_theme,白テーマ
creator_connection,クリエイター接続
yaegashi_nan,八重樫南
hand_on_ass,お尻に手を当てる
stethoscope,聴診器
lotus,蓮
pink_apron,ピンクのエプロン
cold,寒い
orc,オーク
kousaka_tamaki,こうさかたまき
hamster,ハムスター
d-pad,十字キー
yellow_kimono,黄色の着物
nessa_(pokemon),ネッサ（ポケモン）
urethra,尿道
kote,小手
yura_(kancolle),yura_(艦これ)
gundam_build_fighters_try,ガンダムビルドファイターズトライ
artoria_pendragon_(lancer)_(fate),アルトリア・ペンドラゴン(ランサー)(Fate)
guilty_crown,ギルティクラウン
dragon_ball_super,ドラゴンボール超
come_hither,おいで
hairpods,ヘアポッド
heart-shaped_eyewear,ハート型のアイウェア
insignia,記章
multicolored_legwear,マルチカラーのレッグウェア
flashing,点滅
thank_you,ありがとう
idolmaster_dearly_stars,アイドルマスターディアリースターズ
ido_(teketeke),ido_(テケテケ)
sonic_(series),ソニック_(シリーズ)
yua_(checkmate),yua_(チェックメイト)
pink_neckerchief,ピンクのネッカチーフ
don-chan_(usada_pekora),どんちゃん(うさだぺこら)
holding_mask,マスク保持
pov_crotch,股間
tomoe_(symbol),巴_(シンボル)
padlock,南京錠
bullpup,ブルパップ
holding_box,ホールディングボックス
seiken_densetsu,聖剣伝説
battleship_princess,戦艦プリンセス
shaved_ice,かき氷
mutsuki_(kancolle),睦月(艦これ)
ritual_baton,儀式バトン
tales_of_xillia,テイルズオブエクシリア
kogal,コガル
floppy_ears,フロッピーイヤー
hoshizora_miyuki,星空_みゆき
nisemonogatari,偽物語
amagi_yukiko,天城雪子
carrot_necklace,ニンジンネックレス
princess,お姫様
abukuma_(kancolle),あぶくま_(艦これ)
hill,丘
spitroast,串焼き
harusame_(kancolle),春雨（艦これ）
